SALE_CD,REAL_POWER,EQUIP_ID,MOLD_POS,IN_RADIUS,OUT_RADIUS,MFG_DT,CP,AX,MOLD_IN_TOP,MOLD_IN_BOT,MOLD_OUT_TOP,MOLD_OUT_BOT,variable,y
SALES 23,-1.75,EQUIP19,5,-6.5165,6.834,2/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.75
SALES 23,-4,EQUIP15,2,-6.4741,7.4016,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0875,CORE1 A 08. D-08,POWER1,-4
SALES 23,-4.5,EQUIP17,8,-6.4645,7.3967,1/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+1,CORE1 A 05. M0875,CORE1 A 05. D-08,POWER1,-4.5
SALES 23,-5.5,EQUIP19,2,-6.3372,7.2683,2/2/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.5
SALES 23,-5.5,EQUIP25,7,-6.3522,7.2993,11/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0925,CORE1 B 02. B-09,POWER1,-5.5
SALES 23,-5.5,EQUIP25,7,-6.357,7.2798,11/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0900,CORE1 B 02. A-09,POWER1,-5.5
SALES 23,-7,EQUIP25,8,-6.3568,7.5735,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+1,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-6.75
SALES 35,0,EQUIP28,3,-7.3443,7.4435,12/21/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,-0.12
SALES 35,-1,EQUIP2,6,-7.3493,7.5694,11/12/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-1
SALES 35,-6,EQUIP7,2,-7.3321,8.4318,8/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2+0,CORE2 C 04. M0825,CORE2 C 04. B-08,POWER1,-6
SALES 35,-7,EQUIP7,5,-7.3511,8.6084,8/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-2,CORE2 C 04. M0950,CORE2 C 04. C-09,POWER1,-7
SALES 35,-9.5,EQUIP19,7,-7.3647,9.3013,8/10/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M1350,CORE2 C 04. C-13,POWER1,-9.5
SALES 57,-5,EQUIP14,5,-7.3292,8.2588,11/14/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0700,CORE3 C 03. A-07,POWER1,-5
SALES 57,-7.5,EQUIP25,3,-7.3261,8.8601,11/27/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M1100,CORE3 C 03. A-11,POWER1,-7.5
SALES 58,-5.5,EQUIP1,8,-6.3516,7.4441,11/30/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+2,CORE3 C 03. M0775,CORE3 C 03. D-07,POWER1,-5.5
SALES 58,-6.5,EQUIP25,5,-7.3448,8.6017,9/11/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0950,CORE3 C 03. C-09,POWER1,-6.5
SALES 58,-7,EQUIP25,7,-7.3512,8.7091,9/11/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M1000,CORE3 C 03. A-10,POWER1,-7
SALES 58,-7,EQUIP29,4,-7.331,8.6992,11/16/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+3,CORE3 C 03. M1000,CORE3 C 03. A-10,POWER1,-7
SALES 58,-8,EQUIP1,1,-7.3289,7.535,12/4/2020,,,CORE3 C 01. 0660,CORE3 C 01. OK+2,CORE3 C 03. M0125,CORE3 C 03. B-01,POWER1,-0.75
SALES 36,0,EQUIP14,6,-7.32,7.4323,9/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 36,-3.25,EQUIP14,1,-7.3577,7.906,9/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0450,CORE2 C 04. C-04,POWER1,-3
SALES 36,-4.25,EQUIP14,3,-7.3319,8.0795,9/13/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0575,CORE2 C 04. D-05,POWER1,-4.12
SALES 46,-5,EQUIP7,5,-6.3083,7.1016,1/25/2021,,,CORE5 F 01. 0570,CORE5 F 01. P1+0,CORE5 F 02. M0775,CORE5 F 02. D-07,POWER1,-5
SALES 46,-6.5,EQUIP7,7,-6.3157,7.4179,1/25/2021,,,CORE5 F 01. 0570,CORE5 F 01. P1+0,CORE5 F 02. M1050,CORE5 F 02. C-10,POWER1,-6.5
SALES 29,0,EQUIP18,3,-6.4526,6.4999,2/23/2021,,,CORE1 A 02. 0570,CORE1 A 01. M3+0,CORE1 A 05. P0025,CORE1 A 8A. B+00,POWER1,-0.12
SALES 47,-4.5,EQUIP4,1,-6.3633,7.1066,3/14/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0750,CORE1 B 02. C-07,POWER1,-4.5
SALES 40,-1.75,EQUIP4,1,-6.482,6.8193,3/24/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-1.75
SALES 40,-3.75,EQUIP12,3,-6.3503,-0.0017,9/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0600,CORE1 B 02. A-06,POWER1,-3.75
SALES 20,0,EQUIP6,1,-6.4739,6.6263,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0100,CORE1 A 8A. A-01,POWER1,0
SALES 20,0,EQUIP6,8,-6.4753,6.6389,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0125,CORE1 A 8A. B-01,POWER1,0
SALES 20,-1,EQUIP6,2,-6.4695,6.8265,11/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-0.87
SALES 20,-1.75,EQUIP33,7,-6.5025,6.8208,10/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-1.5
SALES 20,-1.75,EQUIP33,5,-6.4963,6.8145,10/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0250,CORE1 A 8A. B-03,POWER1,-1.75
SALES 20,-2.25,EQUIP12,8,-6.4712,5.0066,8/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0350,CORE1 A 08. C-03,POWER1,-2.25
SALES 20,-3,EQUIP6,3,-6.4923,7.2031,11/12/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-2.87
SALES 20,-3,EQUIP6,6,-6.4835,7.1961,11/13/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0675,CORE1 A 08. D-06,POWER1,-3
SALES 20,-3.75,EQUIP12,7,-6.4734,7.099,8/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0600,CORE1 A 08. A-06,POWER1,-3.75
SALES 20,-3.75,EQUIP7,3,-6.496,7.172,11/7/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0650,CORE1 A 08. C-06,POWER1,-3.87
SALES 20,-4.5,EQUIP7,8,-6.5003,7.2734,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-4.62
SALES 20,-4.5,EQUIP7,7,-6.5033,7.2645,11/6/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0750,CORE1 A 08. C-07,POWER1,-4.5
SALES 20,-5,EQUIP35,6,-6.3656,7.1927,9/26/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.87
SALES 20,-6.5,EQUIP7,6,-6.3406,7.4513,11/11/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.25
SALES 20,-7.5,EQUIP7,2,-6.3473,7.6489,11/17/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2-1,CORE1 B 02. M1200,CORE1 B 02. A-12,POWER1,-7.37
SALES 48,-3.25,EQUIP12,4,-6.4685,7.0048,11/3/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-3.12
SALES 48,-3.5,EQUIP12,4,-6.3453,6.8884,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M0525,CORE1 B 02. B-05,POWER1,-3.37
SALES 48,-6.5,EQUIP12,6,-6.335,7.441,10/31/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M1050,CORE1 B 02. C-10,POWER1,-6.5
SALES 48,-7.5,EQUIP12,1,-6.3603,7.702,10/31/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+1,CORE1 B 02. M1250,CORE1 B 02. C-12,POWER1,-7.5
SALES 7,0,EQUIP27,6,-7.3172,7.4201,8/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,-0.12
SALES 7,-3.75,EQUIP18,7,-7.3317,8.0121,9/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0525,CORE2 C 04. B-05,POWER1,-3.75
SALES 2,0,EQUIP35,6,-7.3271,7.4462,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,-0.12
SALES 2,0,EQUIP35,1,-7.3347,7.4183,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0.12
SALES 2,0,EQUIP35,8,-7.3238,7.4138,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. P0025,CORE2 C 04. B-00,POWER1,0.12
SALES 2,0,EQUIP35,3,-7.3327,7.4518,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,0
SALES 2,0,EQUIP36,2,-7.3568,7.4212,10/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0.12
SALES 2,0,EQUIP36,5,-7.3373,7.3904,10/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 2,0,EQUIP33,2,-7.3274,7.4214,10/30/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,-0.25
SALES 2,-1,EQUIP35,8,-7.3296,7.4164,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0175,CORE2 C 04. D-01,POWER1,-1
SALES 2,-2,EQUIP18,1,-7.328,7.7073,9/9/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0275,CORE2 C 04. D-02,POWER1,-2
SALES 2,-2.5,EQUIP13,4,-7.3271,7.7748,3/1/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0325,CORE2 C 04. B-03,POWER1,-2.5
SALES 2,-3,EQUIP33,2,-7.3269,7.8736,10/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0425,CORE2 C 04. B-04,POWER1,-2.87
SALES 2,-3.5,EQUIP33,3,-7.7431,7.9454,10/26/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-2,CORE2 C 04. M0475,CORE2 C 04. D-04,POWER1,-3.5
SALES 13,0,EQUIP27,3,-7.3294,7.4574,9/11/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,2,-7.3233,7.4546,10/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0050,CORE2 C 04. C-00,POWER1,0
SALES 13,0,EQUIP27,5,-7.3219,7.4143,10/29/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,1,-7.33,7.4271,9/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-2,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,4,-7.3361,7.4312,10/22/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP19,4,-7.326,7.3903,12/17/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,-0.12
SALES 13,0,EQUIP33,8,-7.352,7.3947,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0.12
SALES 13,0,EQUIP27,3,-7.3474,7.4292,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,6,-7.3365,7.4227,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,2,-7.3354,7.4388,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,5,-7.3285,7.4167,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,0
SALES 13,0,EQUIP27,4,-7.3221,7.4201,10/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0025,CORE2 C 04. B-00,POWER1,-0.12
SALES 13,0,EQUIP19,4,-7.3261,7.3927,12/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0000,CORE2 C 04. A-00,POWER1,0
SALES 13,-0.75,EQUIP19,2,-7.3248,7.5385,12/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0125,CORE2 C 04. B-01,POWER1,-0.87
SALES 13,-0.75,EQUIP18,1,-7.3309,7.5126,9/8/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0100,CORE2 C 04. A-01,POWER1,-0.75
SALES 13,-1,EQUIP36,5,-7.3348,7.5564,10/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-1
SALES 13,-1,EQUIP18,1,-7.3233,7.5349,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0125,CORE2 C 04. B-01,POWER1,-1
SALES 13,-1.25,EQUIP36,2,-7.3363,7.5364,10/19/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0125,CORE2 C 04. B-01,POWER1,-1.25
SALES 13,-1.5,EQUIP18,8,-7.3287,7.5961,9/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0175,CORE2 C 04. D-01,POWER1,-1.5
SALES 13,-1.5,EQUIP18,8,-7.3362,7.3882,9/5/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0175,CORE2 C 04. D-01,POWER1,-1.37
SALES 13,-1.75,EQUIP21,6,-7.3432,7.7208,12/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0275,CORE2 C 04. D-02,POWER1,-1.75
SALES 13,-2,EQUIP21,1,-7.3237,7.717,12/4/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2
SALES 13,-2,EQUIP21,1,-7.3268,7.7203,12/3/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2
SALES 13,-2.25,EQUIP36,8,-6.3728,7.0638,10/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+1,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2.25
SALES 13,-2.5,EQUIP36,1,-6.3771,6.9673,10/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0300,CORE2 C 04. A-03,POWER1,-2.25
SALES 13,-3,EQUIP36,7,-7.3417,7.8509,10/23/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0400,CORE2 C 04. A-04,POWER1,-2.87
SALES 13,-3.5,EQUIP21,4,-7.3111,7.9034,1/26/2021,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0450,CORE2 C 04. C-04,POWER1,-3.25
SALES 13,-3.75,EQUIP33,8,-7.3419,8.0522,9/14/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1+0,CORE2 C 04. M0550,CORE2 C 04. C-05,POWER1,-3.75
SALES 13,-3.75,EQUIP21,8,-7.3281,8.0131,1/27/2021,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0525,CORE2 C 04. B-05,POWER1,-3.75
SALES 13,-4.25,EQUIP27,2,-7.3233,8.0821,10/31/2020,,,CORE2 C 03. 0660,CORE2 C 03. P2-1,CORE2 C 04. M0575,CORE2 C 04. D-05,POWER1,-4
SALES 13,-5.25,EQUIP32,5,-7.3183,8.209,4/1/2020,,,CORE2 C 03. 0660,CORE2 C 03. M1-3,CORE2 C 04. M0650,CORE2 C 04. C-06,POWER1,-5.25
SALES 71,0,EQUIP35,3,-7.343,7.4235,2/25/2020,,,CORE3 C 01. 0660,CORE3 C 01. P1+2,CORE3 C 03. M0050,CORE3 C 03. C-00,POWER1,-0.12
SALES 71,0,EQUIP35,6,-7.3356,7.4659,2/27/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+0,CORE3 C 03. M0075,CORE3 C 03. D-00,POWER1,0
SALES 71,-4.25,EQUIP35,2,-7.3371,8.0843,3/3/2020,,,CORE3 C 01. 0660,CORE3 C 01. P2+0,CORE3 C 03. M0600,CORE3 C 03. A-06,POWER1,-4.25
SALES 30,-3,EQUIP13,4,-6.4773,7.0223,9/16/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0525,CORE1 A 08. B-05,POWER1,-3
SALES 30,-3.75,EQUIP13,2,-6.483,8.0058,9/14/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0625,CORE1 B 02. B-06,POWER1,-3.62
SALES 30,-7,EQUIP36,4,-6.347,7.5778,11/2/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1150,CORE1 B 02. C-11,POWER1,-7
SALES 43,-3.75,EQUIP13,3,-6.3846,7.0166,10/7/2020,,,CORE2 C 03. 0660,CORE2 C 03. P1-1,CORE2 C 04. M0875,CORE2 C 04. D-08,POWER1,-3.75
SALES 52,-6.5,EQUIP13,7,-6.3628,7.5077,9/19/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1100,CORE1 B 02. A-11,POWER1,-6.5
SALES 5,0,EQUIP37,3,-6.4758,6.5481,10/22/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,-0.25
SALES 5,0,EQUIP18,8,-6.4652,6.5361,2/28/2021,,,CORE1 A 02. 0570,CORE1 A 01. M1+1,CORE1 A 05. M0000,CORE1 A 8A. A-00,POWER1,0
SALES 5,-0.5,EQUIP37,2,-6.4653,6.5613,10/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,-0.25
SALES 5,-1.75,EQUIP37,2,-6.4846,6.8178,10/23/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0300,CORE1 A 8A. A-03,POWER1,-1.75
SALES 0,-0.5,EQUIP36,2,-6.4524,6.6092,11/8/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0075,CORE1 A 8A. D-00,POWER1,-0.5
SALES 170,-2.75,EQUIP33,8,-7.3386,7.6626,10/22/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK+0,CORE2 C 04. M0350,CORE2 C 04. C-03,POWER1,-2.75
SALES 178,-0.75,EQUIP35,3,-7.3393,7.5499,10/28/2020,,,CORE2 C 03. 0660,CORE2 C 03. OK-1,CORE2 C 04. M0150,CORE2 C 04. C-01,POWER1,-0.75
SALES 172,-2,EQUIP36,3,-7.3363,8.2594,9/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0325,CORE1 A 8A. B-03,POWER1,-1.87
SALES 172,-2.75,EQUIP36,5,0,6.9763,9/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+3,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.87
SALES 172,-3,EQUIP36,6,-7.3483,8.3908,9/14/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0475,CORE1 A 08. D-04,POWER1,-2.87
SALES 172,-4.75,EQUIP36,1,-6.3595,7.1339,11/6/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M0775,CORE1 B 02. D-07,POWER1,-4.75
SALES 120,-1.25,EQUIP36,3,-6.4707,6.6816,9/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0175,CORE1 A 8A. D-01,POWER1,-1.12
SALES 120,-1.5,EQUIP36,6,-6.4894,6.7779,9/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0250,CORE1 A 8A. C-02,POWER1,-1.5
SALES 120,-1.5,EQUIP36,7,-6.4775,6.7951,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-1.5
SALES 120,-2,EQUIP36,5,-6.4727,6.8145,9/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0275,CORE1 A 8A. D-02,POWER1,-2
SALES 120,-2.25,EQUIP16,8,-6.4496,6.8779,10/21/2020,,,CORE1 A 02. 0570,CORE1 A 01. OK+1,CORE1 A 05. M0350,CORE1 A 08. C-03,POWER1,-2.25
SALES 120,-5,EQUIP16,5,0,7.1975,10/28/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M0825,CORE1 B 02. B-08,POWER1,-4.87
SALES 120,-6,EQUIP16,6,-6.352,7.4088,10/29/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+2,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6
SALES 72,-2.75,EQUIP21,4,0,0,12/24/2020,,,CORE5 E 01. 0590,CORE5 E 01. M1-1,CORE5 E 02. M0475,CORE5 E 02. D-04,POWER1,-2.75
SALES 72,-3.75,EQUIP35,4,-6.5287,7.2033,9/21/2020,,,CORE5 E 01. 0590,CORE5 E 01. M2+1,CORE5 E 02. M0625,CORE5 E 02. B-06,POWER1,-3.75
SALES 72,-5.75,EQUIP16,4,-6.3327,7.3028,10/30/2020,,,CORE5 F 01. 0570,CORE5 F 01. OK+2,CORE5 F 02. M0950,CORE5 F 02. C-09,POWER1,-5.62
SALES 72,-6,EQUIP37,8,-6.3251,7.3586,4/14/2020,,,CORE5 F 01. 0570,CORE5 F 01. OK+2,CORE5 F 02. M1000,CORE5 F 02. A-10,POWER1,-6
SALES 173,-4.25,EQUIP17,8,-6.4716,7.4449,12/19/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+2,CORE1 A 05. M0900,CORE1 A 08. A-09,POWER1,-4.25
SALES 162,-2,EQUIP6,6,-6.4828,7.0162,12/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0500,CORE1 A 08. A-05,POWER1,-2
SALES 162,-3.5,EQUIP6,4,-6.4906,7.3431,12/11/2020,,,CORE1 A 02. 0570,CORE1 A 01. P4+3,CORE1 A 05. M0825,CORE1 A 08. B-08,POWER1,-3.5
SALES 162,-6,EQUIP6,3,-6.4747,7.8048,12/15/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M1200,CORE1 A 08. A-12,POWER1,-5.75
SALES 63,0,EQUIP12,2,-6.4679,6.5828,4/9/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 63,-1.25,EQUIP12,3,-6.4746,6.7307,4/10/2020,,,CORE1 A 02. 0570,CORE1 A 01. P2+2,CORE1 A 05. M0225,CORE1 A 8A. B-02,POWER1,-1.25
SALES 174,0,EQUIP33,3,-6.4988,6.5655,2/28/2020,,,CORE1 A 02. 0570,CORE1 A 01. P3+3,CORE1 A 05. M0050,CORE1 A 8A. C-00,POWER1,0
SALES 174,-2.25,EQUIP12,2,-6.4824,6.9273,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0425,CORE1 A 08. B-04,POWER1,-2.25
SALES 174,-2.75,EQUIP12,5,-6.4689,6.9466,3/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+2,CORE1 A 05. M0450,CORE1 A 08. C-04,POWER1,-2.75
SALES 174,-6.5,EQUIP12,4,-6.4766,7.024,3/28/2020,,,CORE1 B 02. 0550,CORE1 B 01. P2+1,CORE1 B 02. M1000,CORE1 B 02. A-10,POWER1,-6.25
SALES 174,-7.5,EQUIP12,6,-6.3559,7.7165,4/10/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M1250,CORE1 B 02. C-12,POWER1,-7.37
SALES 174,-8,EQUIP12,6,-6.368,7.7514,3/27/2020,,,CORE1 B 02. 0550,CORE1 B 01. P1+2,CORE1 B 02. M1300,CORE1 B 02. A-13,POWER1,-7.75
SALES 139,-4.25,EQUIP35,1,-6.3738,7.0625,11/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P3+2,CORE1 B 02. M0700,CORE1 B 02. A-07,POWER1,-4.12
SALES 139,-6,EQUIP35,8,-6.3589,7.4114,11/4/2020,,,CORE1 B 02. 0550,CORE1 B 01. P4+2,CORE1 B 02. M1025,CORE1 B 02. B-10,POWER1,-6.25
SALES 121,0,EQUIP32,4,-6.4854,6.5803,9/26/2020,,,CORE1 A 02. 0570,CORE1 A 01. P1+3,CORE1 A 05. M0025,CORE1 A 8A. B-00,POWER1,0
